Time,Positive,Negative,Value
87,38,30,-5.03634
87,39,29,-5.03634
87,40,28,-5.03634
87,41,27,-5.03634
87,42,26,-5.03634
87,43,25,-5.03634
87,44,24,-5.03634
87,45,23,-5.03634
87,46,22,-5.03634
87,47,21,-5.03634
87,48,20,-5.03634
87,49,19,-5.03634
87,50,18,-5.03634
87,51,17,-5.03634
87,52,16,-5.03634
87,53,15,-5.03634
87,54,14,-5.03634
87,55,13,-5.03634
87,56,12,-5.03634
87,57,11,-5.03634
87,58,10,-5.03634
87,59,9,-5.03634
87,60,8,-5.03634
87,61,7,-5.03634
87,62,6,-5.03634
87,63,5,-5.03634
87,64,4,-5.03634
87,65,3,-5.03634
87,66,2,-5.03634
87,67,1,-5.03634
87,1,68,-4.78007
87,2,67,-4.78007
87,3,66,-4.78007
87,4,65,-4.78007
87,5,64,-4.78007
87,6,63,-4.78007
87,7,62,-4.78007
87,8,61,-4.78007
87,9,60,-4.78007
87,10,59,-4.78007
87,11,58,-4.78007
87,12,57,-4.78007
87,13,56,-4.78007
87,14,55,-4.78007
87,15,54,-4.78007
87,16,53,-4.78007
87,17,52,-4.78007
87,18,51,-4.78007
87,19,50,-4.78007
87,20,49,-4.78007
87,21,48,-4.78007
87,22,47,-4.78007
87,23,46,-4.78007
87,24,45,-4.78007
87,25,44,-4.78007
87,26,43,-4.78007
87,27,42,-4.78007
87,28,41,-4.78007
87,29,40,-4.78007
87,30,39,-4.78007
87,31,38,-4.78007
87,32,37,-4.78007
87,33,36,-4.78007
87,34,35,-4.78007
87,35,34,-4.78007
87,36,33,-4.78007
87,37,32,-4.78007
87,38,31,-4.78007
87,39,30,-4.78007
87,40,29,-4.78007
87,41,28,-4.78007
87,42,27,-4.78007
87,43,26,-4.78007
87,44,25,-4.78007
87,45,24,-4.78007
87,46,23,-4.78007
87,47,22,-4.78007
87,48,21,-4.78007
87,49,20,-4.78007
87,50,19,-4.78007
87,51,18,-4.78007
87,52,17,-4.78007
87,53,16,-4.78007
87,54,15,-4.78007
87,55,14,-4.78007
87,56,13,-4.78007
87,57,12,-4.78007
87,58,11,-4.78007
87,59,10,-4.78007
87,60,9,-4.78007
87,61,8,-4.78007
87,62,7,-4.78007
87,63,6,-4.78007
87,64,5,-4.78007
87,65,4,-4.78007
87,66,3,-4.78007
87,67,2,-4.78007
87,68,1,-4.78007
87,1,69,-4.52566
87,2,68,-4.52566
87,3,67,-4.52566
87,4,66,-4.52566
87,5,65,-4.52566
87,6,64,-4.52566
87,7,63,-4.52566
87,8,62,-4.52566
87,9,61,-4.52566
87,10,60,-4.52566
87,11,59,-4.52566
87,12,58,-4.52566
87,13,57,-4.52566
87,14,56,-4.52566
87,15,55,-4.52566
87,16,54,-4.52566
87,17,53,-4.52566
87,18,52,-4.52566
87,19,51,-4.52566
87,20,50,-4.52566
87,21,49,-4.52566
87,22,48,-4.52566
87,23,47,-4.52566
87,24,46,-4.52566
87,25,45,-4.52566
87,26,44,-4.52566
87,27,43,-4.52566
87,28,42,-4.52566
87,29,41,-4.52566
87,30,40,-4.52566
87,31,39,-4.52566
87,32,38,-4.52566
87,33,37,-4.52566
87,34,36,-4.52566
87,35,35,-4.52566
87,36,34,-4.52566
87,37,33,-4.52566
87,38,32,-4.52566
87,39,31,-4.52566
87,40,30,-4.52566
87,41,29,-4.52566
87,42,28,-4.52566
87,43,27,-4.52566
87,44,26,-4.52566
87,45,25,-4.52566
87,46,24,-4.52566
87,47,23,-4.52566
87,48,22,-4.52566
87,49,21,-4.52566
87,50,20,-4.52566
87,51,19,-4.52566
87,52,18,-4.52566
87,53,17,-4.52566
87,54,16,-4.52566
87,55,15,-4.52566
87,56,14,-4.52566
87,57,13,-4.52566
87,58,12,-4.52566
87,59,11,-4.52566
87,60,10,-4.52566
87,61,9,-4.52566
87,62,8,-4.52566
87,63,7,-4.52566
87,64,6,-4.52566
87,65,5,-4.52566
87,66,4,-4.52566
87,67,3,-4.52566
87,68,2,-4.52566
87,69,1,-4.52566
87,1,70,-4.27308
87,2,69,-4.27308
87,3,68,-4.27308
87,4,67,-4.27308
87,5,66,-4.27308
87,6,65,-4.27308
87,7,64,-4.27308
87,8,63,-4.27308
87,9,62,-4.27308
87,10,61,-4.27308
87,11,60,-4.27308
87,12,59,-4.27308
87,13,58,-4.27308
87,14,57,-4.27308
87,15,56,-4.27308
87,16,55,-4.27308
87,17,54,-4.27308
87,18,53,-4.27308
87,19,52,-4.27308
87,20,51,-4.27308
87,21,50,-4.27308
87,22,49,-4.27308
87,23,48,-4.27308
87,24,47,-4.27308
87,25,46,-4.27308
87,26,45,-4.27308
87,27,44,-4.27308
87,28,43,-4.27308
87,29,42,-4.27308
87,30,41,-4.27308
87,31,40,-4.27308
87,32,39,-4.27308
87,33,38,-4.27308
87,34,37,-4.27308
87,35,36,-4.27308
87,36,35,-4.27308
87,37,34,-4.27308
87,38,33,-4.27308
87,39,32,-4.27308
87,40,31,-4.27308
87,41,30,-4.27308
87,42,29,-4.27308
87,43,28,-4.27308
87,44,27,-4.27308
87,45,26,-4.27308
87,46,25,-4.27308
87,47,24,-4.27308
87,48,23,-4.27308
87,49,22,-4.27308
87,50,21,-4.27308
87,51,20,-4.27308
87,52,19,-4.27308
87,53,18,-4.27308
87,54,17,-4.27308
87,55,16,-4.27308
87,56,15,-4.27308
87,57,14,-4.27308
87,58,13,-4.27308
87,59,12,-4.27308
87,60,11,-4.27308
87,61,10,-4.27308
87,62,9,-4.27308
87,63,8,-4.27308
87,64,7,-4.27308
87,65,6,-4.27308
87,66,5,-4.27308
87,67,4,-4.27308
87,68,3,-4.27308
87,69,2,-4.27308
87,70,1,-4.27308
87,1,71,-4.02228
87,2,70,-4.02228
87,3,69,-4.02228
87,4,68,-4.02228
87,5,67,-4.02228
87,6,66,-4.02228
87,7,65,-4.02228
87,8,64,-4.02228
87,9,63,-4.02228
87,10,62,-4.02228
87,11,61,-4.02228
87,12,60,-4.02228
87,13,59,-4.02228
87,14,58,-4.02228
87,15,57,-4.02228
87,16,56,-4.02228
87,17,55,-4.02228
87,18,54,-4.02228
87,19,53,-4.02228
87,20,52,-4.02228
87,21,51,-4.02228
87,22,50,-4.02228
87,23,49,-4.02228
87,24,48,-4.02228
87,25,47,-4.02228
87,26,46,-4.02228
87,27,45,-4.02228
87,28,44,-4.02228
87,29,43,-4.02228
87,30,42,-4.02228
87,31,41,-4.02228
87,32,40,-4.02228
87,33,39,-4.02228
87,34,38,-4.02228
87,35,37,-4.02228
87,36,36,-4.02228
87,37,35,-4.02228
87,38,34,-4.02228
87,39,33,-4.02228
87,40,32,-4.02228
87,41,31,-4.02228
87,42,30,-4.02228
87,43,29,-4.02228
87,44,28,-4.02228
87,45,27,-4.02228
87,46,26,-4.02228
87,47,25,-4.02228
87,48,24,-4.02228
87,49,23,-4.02228
87,50,22,-4.02228
87,51,21,-4.02228
87,52,20,-4.02228
87,53,19,-4.02228
87,54,18,-4.02228
87,55,17,-4.02228
87,56,16,-4.02228
87,57,15,-4.02228
87,58,14,-4.02228
87,59,13,-4.02228
87,60,12,-4.02228
87,61,11,-4.02228
87,62,10,-4.02228
87,63,9,-4.02228
87,64,8,-4.02228
87,65,7,-4.02228
87,66,6,-4.02228
87,67,5,-4.02228
87,68,4,-4.02228
87,69,3,-4.02228
87,70,2,-4.02228
87,71,1,-4.02228
87,1,72,-3.77323
87,2,71,-3.77323
87,3,70,-3.77323
87,4,69,-3.77323
87,5,68,-3.77323
87,6,67,-3.77323
87,7,66,-3.77323
87,8,65,-3.77323
87,9,64,-3.77323
87,10,63,-3.77323
87,11,62,-3.77323
87,12,61,-3.77323
87,13,60,-3.77323
87,14,59,-3.77323
87,15,58,-3.77323
87,16,57,-3.77323
87,17,56,-3.77323
87,18,55,-3.77323
87,19,54,-3.77323
87,20,53,-3.77323
87,21,52,-3.77323
87,22,51,-3.77323
87,23,50,-3.77323
87,24,49,-3.77323
87,25,48,-3.77323
87,26,47,-3.77323
87,27,46,-3.77323
87,28,45,-3.77323
87,29,44,-3.77323
87,30,43,-3.77323
87,31,42,-3.77323
87,32,41,-3.77323
87,33,40,-3.77323
87,34,39,-3.77323
87,35,38,-3.77323
87,36,37,-3.77323
87,37,36,-3.77323
87,38,35,-3.77323
87,39,34,-3.77323
87,40,33,-3.77323
87,41,32,-3.77323
87,42,31,-3.77323
87,43,30,-3.77323
87,44,29,-3.77323
87,45,28,-3.77323
87,46,27,-3.77323
87,47,26,-3.77323
87,48,25,-3.77323
87,49,24,-3.77323
87,50,23,-3.77323
87,51,22,-3.77323
87,52,21,-3.77323
87,53,20,-3.77323
87,54,19,-3.77323
87,55,18,-3.77323
87,56,17,-3.77323
87,57,16,-3.77323
87,58,15,-3.77323
87,59,14,-3.77323
87,60,13,-3.77323
87,61,12,-3.77323
87,62,11,-3.77323
87,63,10,-3.77323
87,64,9,-3.77323
87,65,8,-3.77323
87,66,7,-3.77323
87,67,6,-3.77323
87,68,5,-3.77323
87,69,4,-3.77323
87,70,3,-3.77323
87,71,2,-3.77323
87,72,1,-3.77323
87,1,73,-3.52589
87,2,72,-3.52589
87,3,71,-3.52589
87,4,70,-3.52589
87,5,69,-3.52589
87,6,68,-3.52589
87,7,67,-3.52589
87,8,66,-3.52589
87,9,65,-3.52589
87,10,64,-3.52589
87,11,63,-3.52589
87,12,62,-3.52589
87,13,61,-3.52589
87,14,60,-3.52589
87,15,59,-3.52589
87,16,58,-3.52589
87,17,57,-3.52589
87,18,56,-3.52589
87,19,55,-3.52589
87,20,54,-3.52589
87,21,53,-3.52589
87,22,52,-3.52589
87,23,51,-3.52589
87,24,50,-3.52589
87,25,49,-3.52589
87,26,48,-3.52589
87,27,47,-3.52589
87,28,46,-3.52589
87,29,45,-3.52589
87,30,44,-3.52589
87,31,43,-3.52589
87,32,42,-3.52589
87,33,41,-3.52589
87,34,40,-3.52589
87,35,39,-3.52589
87,36,38,-3.52589
87,37,37,-3.52589
87,38,36,-3.52589
87,39,35,-3.52589
87,40,34,-3.52589
87,41,33,-3.52589
87,42,32,-3.52589
87,43,31,-3.52589
87,44,30,-3.52589
87,45,29,-3.52589
87,46,28,-3.52589
87,47,27,-3.52589
87,48,26,-3.52589
87,49,25,-3.52589
87,50,24,-3.52589
87,51,23,-3.52589
87,52,22,-3.52589
87,53,21,-3.52589
87,54,20,-3.52589
87,55,19,-3.52589
87,56,18,-3.52589
87,57,17,-3.52589
87,58,16,-3.52589
87,59,15,-3.52589
87,60,14,-3.52589
87,61,13,-3.52589
87,62,12,-3.52589
87,63,11,-3.52589
87,64,10,-3.52589
87,65,9,-3.52589
87,66,8,-3.52589
87,67,7,-3.52589
87,68,6,-3.52589
87,69,5,-3.52589
87,70,4,-3.52589
87,71,3,-3.52589
87,72,2,-3.52589
87,73,1,-3.52589
87,1,74,-3.28023
87,2,73,-3.28023
87,3,72,-3.28023
87,4,71,-3.28023
87,5,70,-3.28023
87,6,69,-3.28023
87,7,68,-3.28023
87,8,67,-3.28023
87,9,66,-3.28023
87,10,65,-3.28023
87,11,64,-3.28023
87,12,63,-3.28023
87,13,62,-3.28023
87,14,61,-3.28023
87,15,60,-3.28023
87,16,59,-3.28023
87,17,58,-3.28023
87,18,57,-3.28023
87,19,56,-3.28023
87,20,55,-3.28023
87,21,54,-3.28023
87,22,53,-3.28023
87,23,52,-3.28023
87,24,51,-3.28023
87,25,50,-3.28023
87,26,49,-3.28023
87,27,48,-3.28023
87,28,47,-3.28023
87,29,46,-3.28023
87,30,45,-3.28023
87,31,44,-3.28023
87,32,43,-3.28023
87,33,42,-3.28023
87,34,41,-3.28023
87,35,40,-3.28023
87,36,39,-3.28023
87,37,38,-3.28023
87,38,37,-3.28023
87,39,36,-3.28023
87,40,35,-3.28023
87,41,34,-3.28023
87,42,33,-3.28023
87,43,32,-3.28023
87,44,31,-3.28023
87,45,30,-3.28023
87,46,29,-3.28023
87,47,28,-3.28023
87,48,27,-3.28023
87,49,26,-3.28023
87,50,25,-3.28023
87,51,24,-3.28023
87,52,23,-3.28023
87,53,22,-3.28023
87,54,21,-3.28023
87,55,20,-3.28023
87,56,19,-3.28023
87,57,18,-3.28023
87,58,17,-3.28023
87,59,16,-3.28023
87,60,15,-3.28023
87,61,14,-3.28023
87,62,13,-3.28023
87,63,12,-3.28023
87,64,11,-3.28023
87,65,10,-3.28023
87,66,9,-3.28023
87,67,8,-3.28023
87,68,7,-3.28023
87,69,6,-3.28023
87,70,5,-3.28023
87,71,4,-3.28023
87,72,3,-3.28023
87,73,2,-3.28023
87,74,1,-3.28023
87,1,75,-3.03621
87,2,74,-3.03621
87,3,73,-3.03621
87,4,72,-3.03621
87,5,71,-3.03621
87,6,70,-3.03621
87,7,69,-3.03621
87,8,68,-3.03621
87,9,67,-3.03621
87,10,66,-3.03621
87,11,65,-3.03621
87,12,64,-3.03621
87,13,63,-3.03621
87,14,62,-3.03621
87,15,61,-3.03621
87,16,60,-3.03621
87,17,59,-3.03621
87,18,58,-3.03621
87,19,57,-3.03621
87,20,56,-3.03621
87,21,55,-3.03621
87,22,54,-3.03621
87,23,53,-3.03621
87,24,52,-3.03621
87,25,51,-3.03621
87,26,50,-3.03621
87,27,49,-3.03621
87,28,48,-3.03621
87,29,47,-3.03621
87,30,46,-3.03621
87,31,45,-3.03621
87,32,44,-3.03621
87,33,43,-3.03621
87,34,42,-3.03621
87,35,41,-3.03621
87,36,40,-3.03621
87,37,39,-3.03621
87,38,38,-3.03621
87,39,37,-3.03621
87,40,36,-3.03621
87,41,35,-3.03621
87,42,34,-3.03621
87,43,33,-3.03621
87,44,32,-3.03621
87,45,31,-3.03621
87,46,30,-3.03621
87,47,29,-3.03621
87,48,28,-3.03621
87,49,27,-3.03621
87,50,26,-3.03621
87,51,25,-3.03621
87,52,24,-3.03621
87,53,23,-3.03621
87,54,22,-3.03621
87,55,21,-3.03621
87,56,20,-3.03621
87,57,19,-3.03621
87,58,18,-3.03621
87,59,17,-3.03621
87,60,16,-3.03621
87,61,15,-3.03621
87,62,14,-3.03621
87,63,13,-3.03621
87,64,12,-3.03621
87,65,11,-3.03621
87,66,10,-3.03621
87,67,9,-3.03621
87,68,8,-3.03621
87,69,7,-3.03621
87,70,6,-3.03621
87,71,5,-3.03621
87,72,4,-3.03621
87,73,3,-3.03621
87,74,2,-3.03621
87,75,1,-3.03621
87,1,76,-2.7938
87,2,75,-2.7938
87,3,74,-2.7938
87,4,73,-2.7938
87,5,72,-2.7938
87,6,71,-2.7938
87,7,70,-2.7938
87,8,69,-2.7938
87,9,68,-2.7938
87,10,67,-2.7938
87,11,66,-2.7938
87,12,65,-2.7938
87,13,64,-2.7938
87,14,63,-2.7938
87,15,62,-2.7938
87,16,61,-2.7938
87,17,60,-2.7938
87,18,59,-2.7938
87,19,58,-2.7938
87,20,57,-2.7938
87,21,56,-2.7938
87,22,55,-2.7938
87,23,54,-2.7938
87,24,53,-2.7938
87,25,52,-2.7938
87,26,51,-2.7938
87,27,50,-2.7938
87,28,49,-2.7938
87,29,48,-2.7938
87,30,47,-2.7938
87,31,46,-2.7938
87,32,45,-2.7938
87,33,44,-2.7938
87,34,43,-2.7938
87,35,42,-2.7938
87,36,41,-2.7938
87,37,40,-2.7938
87,38,39,-2.7938
87,39,38,-2.7938
87,40,37,-2.7938
87,41,36,-2.7938
87,42,35,-2.7938
87,43,34,-2.7938
87,44,33,-2.7938
87,45,32,-2.7938
87,46,31,-2.7938
87,47,30,-2.7938
87,48,29,-2.7938
87,49,28,-2.7938
87,50,27,-2.7938
87,51,26,-2.7938
87,52,25,-2.7938
87,53,24,-2.7938
87,54,23,-2.7938
87,55,22,-2.7938
87,56,21,-2.7938
87,57,20,-2.7938
87,58,19,-2.7938
87,59,18,-2.7938
87,60,17,-2.7938
87,61,16,-2.7938
87,62,15,-2.7938
87,63,14,-2.7938
87,64,13,-2.7938
87,65,12,-2.7938
87,66,11,-2.7938
87,67,10,-2.7938
87,68,9,-2.7938
87,69,8,-2.7938
87,70,7,-2.7938
87,71,6,-2.7938
87,72,5,-2.7938
87,73,4,-2.7938
87,74,3,-2.7938
87,75,2,-2.7938
87,76,1,-2.7938
87,1,77,-2.55297
87,2,76,-2.55297
87,3,75,-2.55297
87,4,74,-2.55297
87,5,73,-2.55297
87,6,72,-2.55297
87,7,71,-2.55297
87,8,70,-2.55297
87,9,69,-2.55297
87,10,68,-2.55297
87,11,67,-2.55297
87,12,66,-2.55297
87,13,65,-2.55297
87,14,64,-2.55297
87,15,63,-2.55297
87,16,62,-2.55297
87,17,61,-2.55297
87,18,60,-2.55297
87,19,59,-2.55297
87,20,58,-2.55297
87,21,57,-2.55297
87,22,56,-2.55297
87,23,55,-2.55297
87,24,54,-2.55297
87,25,53,-2.55297
87,26,52,-2.55297
87,27,51,-2.55297
87,28,50,-2.55297
87,29,49,-2.55297
87,30,48,-2.55297
87,31,47,-2.55297
87,32,46,-2.55297
87,33,45,-2.55297
87,34,44,-2.55297
87,35,43,-2.55297
87,36,42,-2.55297
87,37,41,-2.55297
87,38,40,-2.55297
87,39,39,-2.55297
87,40,38,-2.55297
87,41,37,-2.55297
87,42,36,-2.55297
87,43,35,-2.55297
87,44,34,-2.55297
87,45,33,-2.55297
87,46,32,-2.55297
87,47,31,-2.55297
87,48,30,-2.55297
87,49,29,-2.55297
87,50,28,-2.55297
87,51,27,-2.55297
87,52,26,-2.55297
87,53,25,-2.55297
87,54,24,-2.55297
87,55,23,-2.55297
87,56,22,-2.55297
87,57,21,-2.55297
87,58,20,-2.55297
87,59,19,-2.55297
87,60,18,-2.55297
87,61,17,-2.55297
87,62,16,-2.55297
87,63,15,-2.55297
87,64,14,-2.55297
87,65,13,-2.55297
87,66,12,-2.55297
87,67,11,-2.55297
87,68,10,-2.55297
87,69,9,-2.55297
87,70,8,-2.55297
87,71,7,-2.55297
87,72,6,-2.55297
87,73,5,-2.55297
87,74,4,-2.55297
87,75,3,-2.55297
87,76,2,-2.55297
87,77,1,-2.55297
87,1,78,-2.31369
87,2,77,-2.31369
87,3,76,-2.31369
87,4,75,-2.31369
87,5,74,-2.31369
87,6,73,-2.31369
87,7,72,-2.31369
87,8,71,-2.31369
87,9,70,-2.31369
87,10,69,-2.31369
87,11,68,-2.31369
87,12,67,-2.31369
87,13,66,-2.31369
87,14,65,-2.31369
87,15,64,-2.31369
87,16,63,-2.31369
87,17,62,-2.31369
87,18,61,-2.31369
87,19,60,-2.31369
87,20,59,-2.31369
87,21,58,-2.31369
87,22,57,-2.31369
87,23,56,-2.31369
87,24,55,-2.31369
87,25,54,-2.31369
87,26,53,-2.31369
87,27,52,-2.31369
87,28,51,-2.31369
87,29,50,-2.31369
87,30,49,-2.31369
87,31,48,-2.31369
87,32,47,-2.31369
87,33,46,-2.31369
87,34,45,-2.31369
87,35,44,-2.31369
87,36,43,-2.31369
87,37,42,-2.31369
87,38,41,-2.31369
87,39,40,-2.31369
87,40,39,-2.31369
87,41,38,-2.31369
87,42,37,-2.31369
87,43,36,-2.31369
87,44,35,-2.31369
87,45,34,-2.31369
87,46,33,-2.31369
87,47,32,-2.31369
87,48,31,-2.31369
87,49,30,-2.31369
87,50,29,-2.31369
87,51,28,-2.31369
87,52,27,-2.31369
87,53,26,-2.31369
87,54,25,-2.31369
87,55,24,-2.31369
87,56,23,-2.31369
87,57,22,-2.31369
87,58,21,-2.31369
87,59,20,-2.31369
87,60,19,-2.31369
87,61,18,-2.31369
87,62,17,-2.31369
87,63,16,-2.31369
87,64,15,-2.31369
87,65,14,-2.31369
87,66,13,-2.31369
87,67,12,-2.31369
87,68,11,-2.31369
87,69,10,-2.31369
87,70,9,-2.31369
87,71,8,-2.31369
87,72,7,-2.31369
87,73,6,-2.31369
87,74,5,-2.31369
87,75,4,-2.31369
87,76,3,-2.31369
87,77,2,-2.31369
87,78,1,-2.31369
87,1,79,-2.07593
87,2,78,-2.07593
87,3,77,-2.07593
87,4,76,-2.07593
87,5,75,-2.07593
87,6,74,-2.07593
87,7,73,-2.07593
87,8,72,-2.07593
87,9,71,-2.07593
87,10,70,-2.07593
87,11,69,-2.07593
87,12,68,-2.07593
87,13,67,-2.07593
87,14,66,-2.07593
87,15,65,-2.07593
87,16,64,-2.07593
87,17,63,-2.07593
87,18,62,-2.07593
87,19,61,-2.07593
87,20,60,-2.07593
87,21,59,-2.07593
87,22,58,-2.07593
87,23,57,-2.07593
87,24,56,-2.07593
87,25,55,-2.07593
87,26,54,-2.07593
87,27,53,-2.07593
87,28,52,-2.07593
87,29,51,-2.07593
87,30,50,-2.07593
87,31,49,-2.07593
87,32,48,-2.07593
87,33,47,-2.07593
87,34,46,-2.07593
87,35,45,-2.07593
87,36,44,-2.07593
87,37,43,-2.07593
87,38,42,-2.07593
87,39,41,-2.07593
87,40,40,-2.07593
87,41,39,-2.07593
87,42,38,-2.07593
87,43,37,-2.07593
87,44,36,-2.07593
87,45,35,-2.07593
87,46,34,-2.07593
87,47,33,-2.07593
87,48,32,-2.07593
87,49,31,-2.07593
87,50,30,-2.07593
87,51,29,-2.07593
87,52,28,-2.07593
87,53,27,-2.07593
87,54,26,-2.07593
87,55,25,-2.07593
87,56,24,-2.07593
87,57,23,-2.07593
87,58,22,-2.07593
87,59,21,-2.07593
87,60,20,-2.07593
87,61,19,-2.07593
87,62,18,-2.07593
87,63,17,-2.07593
87,64,16,-2.07593
87,65,15,-2.07593
87,66,14,-2.07593
87,67,13,-2.07593
87,68,12,-2.07593
87,69,11,-2.07593
87,70,10,-2.07593
87,71,9,-2.07593
87,72,8,-2.07593
87,73,7,-2.07593
87,74,6,-2.07593
87,75,5,-2.07593
87,76,4,-2.07593
87,77,3,-2.07593
87,78,2,-2.07593
87,79,1,-2.07593
87,1,80,-1.83965
87,2,79,-1.83965
87,3,78,-1.83965
87,4,77,-1.83965
87,5,76,-1.83965
87,6,75,-1.83965
87,7,74,-1.83965
87,8,73,-1.83965
87,9,72,-1.83965
87,10,71,-1.83965
87,11,70,-1.83965
87,12,69,-1.83965
87,13,68,-1.83965
87,14,67,-1.83965
87,15,66,-1.83965
87,16,65,-1.83965
87,17,64,-1.83965
87,18,63,-1.83965
87,19,62,-1.83965
87,20,61,-1.83965
87,21,60,-1.83965
87,22,59,-1.83965
87,23,58,-1.83965
87,24,57,-1.83965
87,25,56,-1.83965
87,26,55,-1.83965
87,27,54,-1.83965
87,28,53,-1.83965
87,29,52,-1.83965
87,30,51,-1.83965
87,31,50,-1.83965
87,32,49,-1.83965
87,33,48,-1.83965
87,34,47,-1.83965
87,35,46,-1.83965
87,36,45,-1.83965
87,37,44,-1.83965
87,38,43,-1.83965
87,39,42,-1.83965
87,40,41,-1.83965
87,41,40,-1.83965
87,42,39,-1.83965
87,43,38,-1.83965
87,44,37,-1.83965
87,45,36,-1.83965
87,46,35,-1.83965
87,47,34,-1.83965
87,48,33,-1.83965
87,49,32,-1.83965
87,50,31,-1.83965
87,51,30,-1.83965
87,52,29,-1.83965
87,53,28,-1.83965
87,54,27,-1.83965
87,55,26,-1.83965
87,56,25,-1.83965
87,57,24,-1.83965
87,58,23,-1.83965
87,59,22,-1.83965
87,60,21,-1.83965
87,61,20,-1.83965
87,62,19,-1.83965
87,63,18,-1.83965
87,64,17,-1.83965
87,65,16,-1.83965
87,66,15,-1.83965
87,67,14,-1.83965
87,68,13,-1.83965
87,69,12,-1.83965
87,70,11,-1.83965
87,71,10,-1.83965
87,72,9,-1.83965
87,73,8,-1.83965
87,74,7,-1.83965
87,75,6,-1.83965
87,76,5,-1.83965
87,77,4,-1.83965
87,78,3,-1.83965
87,79,2,-1.83965
87,80,1,-1.83965
87,1,81,-1.60485
87,2,80,-1.60485
87,3,79,-1.60485
87,4,78,-1.60485
87,5,77,-1.60485
87,6,76,-1.60485
87,7,75,-1.60485
87,8,74,-1.60485
87,9,73,-1.60485
87,10,72,-1.60485
87,11,71,-1.60485
87,12,70,-1.60485
87,13,69,-1.60485
87,14,68,-1.60485
87,15,67,-1.60485
87,16,66,-1.60485
87,17,65,-1.60485
87,18,64,-1.60485
87,19,63,-1.60485
87,20,62,-1.60485
87,21,61,-1.60485
87,22,60,-1.60485
87,23,59,-1.60485
87,24,58,-1.60485
87,25,57,-1.60485
87,26,56,-1.60485
87,27,55,-1.60485
87,28,54,-1.60485
87,29,53,-1.60485
87,30,52,-1.60485
87,31,51,-1.60485
87,32,50,-1.60485
87,33,49,-1.60485
87,34,48,-1.60485
87,35,47,-1.60485
87,36,46,-1.60485
87,37,45,-1.60485
87,38,44,-1.60485
87,39,43,-1.60485
87,40,42,-1.60485
87,41,41,-1.60485
87,42,40,-1.60485
87,43,39,-1.60485
87,44,38,-1.60485
87,45,37,-1.60485
87,46,36,-1.60485
87,47,35,-1.60485
87,48,34,-1.60485
87,49,33,-1.60485
87,50,32,-1.60485
87,51,31,-1.60485
87,52,30,-1.60485
87,53,29,-1.60485
87,54,28,-1.60485
87,55,27,-1.60485
87,56,26,-1.60485
87,57,25,-1.60485
87,58,24,-1.60485
87,59,23,-1.60485
87,60,22,-1.60485
87,61,21,-1.60485
87,62,20,-1.60485
87,63,19,-1.60485
87,64,18,-1.60485
87,65,17,-1.60485
87,66,16,-1.60485
87,67,15,-1.60485
87,68,14,-1.60485
87,69,13,-1.60485
87,70,12,-1.60485
87,71,11,-1.60485
87,72,10,-1.60485
87,73,9,-1.60485
87,74,8,-1.60485
87,75,7,-1.60485
87,76,6,-1.60485
87,77,5,-1.60485
87,78,4,-1.60485
87,79,3,-1.60485
87,80,2,-1.60485
87,81,1,-1.60485
87,1,82,-1.37148
87,2,81,-1.37148
87,3,80,-1.37148
87,4,79,-1.37148
87,5,78,-1.37148
87,6,77,-1.37148
87,7,76,-1.37148
87,8,75,-1.37148
87,9,74,-1.37148
87,10,73,-1.37148
87,11,72,-1.37148
87,12,71,-1.37148
87,13,70,-1.37148
87,14,69,-1.37148
87,15,68,-1.37148
87,16,67,-1.37148
87,17,66,-1.37148
87,18,65,-1.37148
87,19,64,-1.37148
87,20,63,-1.37148
87,21,62,-1.37148
87,22,61,-1.37148
87,23,60,-1.37148
87,24,59,-1.37148
87,25,58,-1.37148
87,26,57,-1.37148
87,27,56,-1.37148
87,28,55,-1.37148
87,29,54,-1.37148
87,30,53,-1.37148
87,31,52,-1.37148
87,32,51,-1.37148
87,33,50,-1.37148
87,34,49,-1.37148
87,35,48,-1.37148
87,36,47,-1.37148
87,37,46,-1.37148
87,38,45,-1.37148
87,39,44,-1.37148
87,40,43,-1.37148
87,41,42,-1.37148
87,42,41,-1.37148
87,43,40,-1.37148
87,44,39,-1.37148
87,45,38,-1.37148
87,46,37,-1.37148
87,47,36,-1.37148
87,48,35,-1.37148
87,49,34,-1.37148
87,50,33,-1.37148
87,51,32,-1.37148
87,52,31,-1.37148
87,53,30,-1.37148
87,54,29,-1.37148
87,55,28,-1.37148
87,56,27,-1.37148
87,57,26,-1.37148
87,58,25,-1.37148
87,59,24,-1.37148
87,60,23,-1.37148
87,61,22,-1.37148
87,62,21,-1.37148
87,63,20,-1.37148
87,64,19,-1.37148
87,65,18,-1.37148
87,66,17,-1.37148
87,67,16,-1.37148
87,68,15,-1.37148
87,69,14,-1.37148
87,70,13,-1.37148
87,71,12,-1.37148
87,72,11,-1.37148
87,73,10,-1.37148
87,74,9,-1.37148
87,75,8,-1.37148
87,76,7,-1.37148
87,77,6,-1.37148
87,78,5,-1.37148
87,79,4,-1.37148
87,80,3,-1.37148
87,81,2,-1.37148
87,82,1,-1.37148
87,1,83,-1.13951
87,2,82,-1.13951
87,3,81,-1.13951
87,4,80,-1.13951
87,5,79,-1.13951
87,6,78,-1.13951
87,7,77,-1.13951
87,8,76,-1.13951
87,9,75,-1.13951
87,10,74,-1.13951
