Time,Positive,Negative,Value
25,3,7,-7.41091
25,4,6,-7.41091
25,5,5,-7.41091
25,6,4,-7.41091
25,7,3,-7.41091
25,8,2,-7.41091
25,9,1,-7.41091
25,1,10,-6.84356
25,2,9,-6.84356
25,3,8,-6.84356
25,4,7,-6.84356
25,5,6,-6.84356
25,6,5,-6.84356
25,7,4,-6.84356
25,8,3,-6.84356
25,9,2,-6.84356
25,10,1,-6.84356
25,1,11,-6.30261
25,2,10,-6.30261
25,3,9,-6.30261
25,4,8,-6.30261
25,5,7,-6.30261
25,6,6,-6.30261
25,7,5,-6.30261
25,8,4,-6.30261
25,9,3,-6.30261
25,10,2,-6.30261
25,11,1,-6.30261
25,1,12,-5.78469
25,2,11,-5.78469
25,3,10,-5.78469
25,4,9,-5.78469
25,5,8,-5.78469
25,6,7,-5.78469
25,7,6,-5.78469
25,8,5,-5.78469
25,9,4,-5.78469
25,10,3,-5.78469
25,11,2,-5.78469
25,12,1,-5.78469
25,1,13,-5.28709
25,2,12,-5.28709
25,3,11,-5.28709
25,4,10,-5.28709
25,5,9,-5.28709
25,6,8,-5.28709
25,7,7,-5.28709
25,8,6,-5.28709
25,9,5,-5.28709
25,10,4,-5.28709
25,11,3,-5.28709
25,12,2,-5.28709
25,13,1,-5.28709
25,1,14,-4.80759
25,2,13,-4.80759
25,3,12,-4.80759
25,4,11,-4.80759
25,5,10,-4.80759
25,6,9,-4.80759
25,7,8,-4.80759
25,8,7,-4.80759
25,9,6,-4.80759
25,10,5,-4.80759
25,11,4,-4.80759
25,12,3,-4.80759
25,13,2,-4.80759
25,14,1,-4.80759
25,1,15,-4.34435
25,2,14,-4.34435
25,3,13,-4.34435
25,4,12,-4.34435
25,5,11,-4.34435
25,6,10,-4.34435
25,7,9,-4.34435
25,8,8,-4.34435
25,9,7,-4.34435
25,10,6,-4.34435
25,11,5,-4.34435
25,12,4,-4.34435
25,13,3,-4.34435
25,14,2,-4.34435
25,15,1,-4.34435
25,1,16,-3.89582
25,2,15,-3.89582
25,3,14,-3.89582
25,4,13,-3.89582
25,5,12,-3.89582
25,6,11,-3.89582
25,7,10,-3.89582
25,8,9,-3.89582
25,9,8,-3.89582
25,10,7,-3.89582
25,11,6,-3.89582
25,12,5,-3.89582
25,13,4,-3.89582
25,14,3,-3.89582
25,15,2,-3.89582
25,16,1,-3.89582
25,1,17,-3.46068
25,2,16,-3.46068
25,3,15,-3.46068
25,4,14,-3.46068
25,5,13,-3.46068
25,6,12,-3.46068
25,7,11,-3.46068
25,8,10,-3.46068
25,9,9,-3.46068
25,10,8,-3.46068
25,11,7,-3.46068
25,12,6,-3.46068
25,13,5,-3.46068
25,14,4,-3.46068
25,15,3,-3.46068
25,16,2,-3.46068
25,17,1,-3.46068
25,1,18,-3.0378
25,2,17,-3.0378
25,3,16,-3.0378
25,4,15,-3.0378
25,5,14,-3.0378
25,6,13,-3.0378
25,7,12,-3.0378
25,8,11,-3.0378
25,9,10,-3.0378
25,10,9,-3.0378
25,11,8,-3.0378
25,12,7,-3.0378
25,13,6,-3.0378
25,14,5,-3.0378
25,15,4,-3.0378
25,16,3,-3.0378
25,17,2,-3.0378
25,18,1,-3.0378
25,1,19,-2.6262
25,2,18,-2.6262
25,3,17,-2.6262
25,4,16,-2.6262
25,5,15,-2.6262
25,6,14,-2.6262
25,7,13,-2.6262
25,8,12,-2.6262
25,9,11,-2.6262
25,10,10,-2.6262
25,11,9,-2.6262
25,12,8,-2.6262
25,13,7,-2.6262
25,14,6,-2.6262
25,15,5,-2.6262
25,16,4,-2.6262
25,17,3,-2.6262
25,18,2,-2.6262
25,19,1,-2.6262
25,1,20,-2.22502
25,2,19,-2.22502
25,3,18,-2.22502
25,4,17,-2.22502
25,5,16,-2.22502
25,6,15,-2.22502
25,7,14,-2.22502
25,8,13,-2.22502
25,9,12,-2.22502
25,10,11,-2.22502
25,11,10,-2.22502
25,12,9,-2.22502
25,13,8,-2.22502
25,14,7,-2.22502
25,15,6,-2.22502
25,16,5,-2.22502
25,17,4,-2.22502
25,18,3,-2.22502
25,19,2,-2.22502
25,20,1,-2.22502
25,1,21,-1.83351
25,2,20,-1.83351
25,3,19,-1.83351
25,4,18,-1.83351
25,5,17,-1.83351
25,6,16,-1.83351
25,7,15,-1.83351
25,8,14,-1.83351
25,9,13,-1.83351
25,10,12,-1.83351
25,11,11,-1.83351
25,12,10,-1.83351
25,13,9,-1.83351
25,14,8,-1.83351
25,15,7,-1.83351
25,16,6,-1.83351
25,17,5,-1.83351
25,18,4,-1.83351
25,19,3,-1.83351
25,20,2,-1.83351
25,21,1,-1.83351
25,1,22,-1.45101
25,2,21,-1.45101
25,3,20,-1.45101
25,4,19,-1.45101
25,5,18,-1.45101
25,6,17,-1.45101
25,7,16,-1.45101
25,8,15,-1.45101
25,9,14,-1.45101
25,10,13,-1.45101
25,11,12,-1.45101
25,12,11,-1.45101
25,13,10,-1.45101
25,14,9,-1.45101
25,15,8,-1.45101
25,16,7,-1.45101
25,17,6,-1.45101
25,18,5,-1.45101
25,19,4,-1.45101
25,20,3,-1.45101
25,21,2,-1.45101
25,22,1,-1.45101
25,1,23,-1.0769
25,2,22,-1.0769
25,3,21,-1.0769
25,4,20,-1.0769
25,5,19,-1.0769
25,6,18,-1.0769
25,7,17,-1.0769
25,8,16,-1.0769
25,9,15,-1.0769
25,10,14,-1.0769
25,11,13,-1.0769
25,12,12,-1.0769
25,13,11,-1.0769
25,14,10,-1.0769
25,15,9,-1.0769
25,16,8,-1.0769
25,17,7,-1.0769
25,18,6,-1.0769
25,19,5,-1.0769
25,20,4,-1.0769
25,21,3,-1.0769
25,22,2,-1.0769
25,23,1,-1.0769
25,1,24,-0.710681
25,2,23,-0.710681
25,3,22,-0.710681
25,4,21,-0.710681
25,5,20,-0.710681
25,6,19,-0.710681
25,7,18,-0.710681
25,8,17,-0.710681
25,9,16,-0.710681
25,10,15,-0.710681
25,11,14,-0.710681
25,12,13,-0.710681
25,13,12,-0.710681
25,14,11,-0.710681
25,15,10,-0.710681
25,16,9,-0.710681
25,17,8,-0.710681
25,18,7,-0.710681
25,19,6,-0.710681
25,20,5,-0.710681
25,21,4,-0.710681
25,22,3,-0.710681
25,23,2,-0.710681
25,24,1,-0.710681
25,1,25,-0.351856
25,2,24,-0.351856
25,3,23,-0.351856
25,4,22,-0.351856
25,5,21,-0.351856
25,6,20,-0.351856
25,7,19,-0.351856
25,8,18,-0.351856
25,9,17,-0.351856
25,10,16,-0.351856
25,11,15,-0.351856
25,12,14,-0.351856
25,13,13,-0.351856
25,14,12,-0.351856
25,15,11,-0.351856
25,16,10,-0.351856
25,17,9,-0.351856
25,18,8,-0.351856
25,19,7,-0.351856
25,20,6,-0.351856
25,21,5,-0.351856
25,22,4,-0.351856
25,23,3,-0.351856
25,24,2,-0.351856
25,25,1,-0.351856
25,1,26,0
25,2,25,0
25,3,24,0
25,4,23,0
25,5,22,0
25,6,21,0
25,7,20,0
25,8,19,0
25,9,18,0
25,10,17,0
25,11,16,0
25,12,15,0
25,13,14,0
25,14,13,0
25,15,12,0
25,16,11,0
25,17,10,0
25,18,9,0
25,19,8,0
25,20,7,0
25,21,6,0
25,22,5,0
25,23,4,0
25,24,3,0
25,25,2,0
25,26,1,0
26,1,1,-14.4905
26,1,2,-13.2141
26,2,1,-13.2141
26,1,3,-12.172
26,2,2,-12.172
26,3,1,-12.172
26,1,4,-11.2695
26,2,3,-11.2695
26,3,2,-11.2695
26,4,1,-11.2695
26,1,5,-10.4623
26,2,4,-10.4623
26,3,3,-10.4623
26,4,2,-10.4623
26,5,1,-10.4623
26,1,6,-9.72537
26,2,5,-9.72537
26,3,4,-9.72537
26,4,3,-9.72537
26,5,2,-9.72537
26,6,1,-9.72537
26,1,7,-9.04314
26,2,6,-9.04314
26,3,5,-9.04314
26,4,4,-9.04314
26,5,3,-9.04314
26,6,2,-9.04314
26,7,1,-9.04314
26,1,8,-8.40497
26,2,7,-8.40497
26,3,6,-8.40497
26,4,5,-8.40497
26,5,4,-8.40497
26,6,3,-8.40497
26,7,2,-8.40497
26,8,1,-8.40497
26,1,9,-7.8033
26,2,8,-7.8033
26,3,7,-7.8033
26,4,6,-7.8033
26,5,5,-7.8033
26,6,4,-7.8033
26,7,3,-7.8033
26,8,2,-7.8033
26,9,1,-7.8033
26,1,10,-7.2325
26,2,9,-7.2325
26,3,8,-7.2325
26,4,7,-7.2325
26,5,6,-7.2325
26,6,5,-7.2325
26,7,4,-7.2325
26,8,3,-7.2325
26,9,2,-7.2325
26,10,1,-7.2325
26,1,11,-6.68826
26,2,10,-6.68826
26,3,9,-6.68826
26,4,8,-6.68826
26,5,7,-6.68826
26,6,6,-6.68826
26,7,5,-6.68826
26,8,4,-6.68826
26,9,3,-6.68826
26,10,2,-6.68826
26,11,1,-6.68826
26,1,12,-6.1672
26,2,11,-6.1672
26,3,10,-6.1672
26,4,9,-6.1672
26,5,8,-6.1672
26,6,7,-6.1672
26,7,6,-6.1672
26,8,5,-6.1672
26,9,4,-6.1672
26,10,3,-6.1672
26,11,2,-6.1672
26,12,1,-6.1672
26,1,13,-5.66658
26,2,12,-5.66658
26,3,11,-5.66658
26,4,10,-5.66658
26,5,9,-5.66658
26,6,8,-5.66658
26,7,7,-5.66658
26,8,6,-5.66658
26,9,5,-5.66658
26,10,4,-5.66658
26,11,3,-5.66658
26,12,2,-5.66658
26,13,1,-5.66658
26,1,14,-5.18417
26,2,13,-5.18417
26,3,12,-5.18417
26,4,11,-5.18417
26,5,10,-5.18417
26,6,9,-5.18417
26,7,8,-5.18417
26,8,7,-5.18417
26,9,6,-5.18417
26,10,5,-5.18417
26,11,4,-5.18417
26,12,3,-5.18417
26,13,2,-5.18417
26,14,1,-5.18417
26,1,15,-4.71811
26,2,14,-4.71811
26,3,13,-4.71811
26,4,12,-4.71811
26,5,11,-4.71811
26,6,10,-4.71811
26,7,9,-4.71811
26,8,8,-4.71811
26,9,7,-4.71811
26,10,6,-4.71811
26,11,5,-4.71811
26,12,4,-4.71811
26,13,3,-4.71811
26,14,2,-4.71811
26,15,1,-4.71811
26,1,16,-4.26686
26,2,15,-4.26686
26,3,14,-4.26686
26,4,13,-4.26686
26,5,12,-4.26686
26,6,11,-4.26686
26,7,10,-4.26686
26,8,9,-4.26686
26,9,8,-4.26686
26,10,7,-4.26686
26,11,6,-4.26686
26,12,5,-4.26686
26,13,4,-4.26686
26,14,3,-4.26686
26,15,2,-4.26686
26,16,1,-4.26686
26,1,17,-3.82908
26,2,16,-3.82908
26,3,15,-3.82908
26,4,14,-3.82908
26,5,13,-3.82908
26,6,12,-3.82908
26,7,11,-3.82908
26,8,10,-3.82908
26,9,9,-3.82908
26,10,8,-3.82908
26,11,7,-3.82908
26,12,6,-3.82908
26,13,5,-3.82908
26,14,4,-3.82908
26,15,3,-3.82908
26,16,2,-3.82908
26,17,1,-3.82908
26,1,18,-3.40363
26,2,17,-3.40363
26,3,16,-3.40363
26,4,15,-3.40363
26,5,14,-3.40363
26,6,13,-3.40363
26,7,12,-3.40363
26,8,11,-3.40363
26,9,10,-3.40363
26,10,9,-3.40363
26,11,8,-3.40363
26,12,7,-3.40363
26,13,6,-3.40363
26,14,5,-3.40363
26,15,4,-3.40363
26,16,3,-3.40363
26,17,2,-3.40363
26,18,1,-3.40363
26,1,19,-2.98953
26,2,18,-2.98953
26,3,17,-2.98953
26,4,16,-2.98953
26,5,15,-2.98953
26,6,14,-2.98953
26,7,13,-2.98953
26,8,12,-2.98953
26,9,11,-2.98953
26,10,10,-2.98953
26,11,9,-2.98953
26,12,8,-2.98953
26,13,7,-2.98953
26,14,6,-2.98953
26,15,5,-2.98953
26,16,4,-2.98953
26,17,3,-2.98953
26,18,2,-2.98953
26,19,1,-2.98953
26,1,20,-2.58591
26,2,19,-2.58591
26,3,18,-2.58591
26,4,17,-2.58591
26,5,16,-2.58591
26,6,15,-2.58591
26,7,14,-2.58591
26,8,13,-2.58591
26,9,12,-2.58591
26,10,11,-2.58591
26,11,10,-2.58591
26,12,9,-2.58591
26,13,8,-2.58591
26,14,7,-2.58591
26,15,6,-2.58591
26,16,5,-2.58591
26,17,4,-2.58591
26,18,3,-2.58591
26,19,2,-2.58591
26,20,1,-2.58591
26,1,21,-2.19203
26,2,20,-2.19203
26,3,19,-2.19203
26,4,18,-2.19203
26,5,17,-2.19203
26,6,16,-2.19203
26,7,15,-2.19203
26,8,14,-2.19203
26,9,13,-2.19203
26,10,12,-2.19203
26,11,11,-2.19203
26,12,10,-2.19203
26,13,9,-2.19203
26,14,8,-2.19203
26,15,7,-2.19203
26,16,6,-2.19203
26,17,5,-2.19203
26,18,4,-2.19203
26,19,3,-2.19203
26,20,2,-2.19203
26,21,1,-2.19203
26,1,22,-1.80719
26,2,21,-1.80719
26,3,20,-1.80719
26,4,19,-1.80719
26,5,18,-1.80719
26,6,17,-1.80719
26,7,16,-1.80719
26,8,15,-1.80719
26,9,14,-1.80719
26,10,13,-1.80719
26,11,12,-1.80719
26,12,11,-1.80719
26,13,10,-1.80719
26,14,9,-1.80719
26,15,8,-1.80719
26,16,7,-1.80719
26,17,6,-1.80719
26,18,5,-1.80719
26,19,4,-1.80719
26,20,3,-1.80719
26,21,2,-1.80719
26,22,1,-1.80719
26,1,23,-1.43082
26,2,22,-1.43082
26,3,21,-1.43082
26,4,20,-1.43082
26,5,19,-1.43082
26,6,18,-1.43082
26,7,17,-1.43082
26,8,16,-1.43082
26,9,15,-1.43082
26,10,14,-1.43082
26,11,13,-1.43082
26,12,12,-1.43082
26,13,11,-1.43082
26,14,10,-1.43082
26,15,9,-1.43082
26,16,8,-1.43082
26,17,7,-1.43082
26,18,6,-1.43082
26,19,5,-1.43082
26,20,4,-1.43082
26,21,3,-1.43082
26,22,2,-1.43082
26,23,1,-1.43082
26,1,24,-1.06237
26,2,23,-1.06237
26,3,22,-1.06237
26,4,21,-1.06237
26,5,20,-1.06237
26,6,19,-1.06237
26,7,18,-1.06237
26,8,17,-1.06237
26,9,16,-1.06237
26,10,15,-1.06237
26,11,14,-1.06237
26,12,13,-1.06237
26,13,12,-1.06237
26,14,11,-1.06237
26,15,10,-1.06237
26,16,9,-1.06237
26,17,8,-1.06237
26,18,7,-1.06237
26,19,6,-1.06237
26,20,5,-1.06237
26,21,4,-1.06237
26,22,3,-1.06237
26,23,2,-1.06237
26,24,1,-1.06237
26,1,25,-0.70137
26,2,24,-0.70137
26,3,23,-0.70137
26,4,22,-0.70137
26,5,21,-0.70137
26,6,20,-0.70137
26,7,19,-0.70137
26,8,18,-0.70137
26,9,17,-0.70137
26,10,16,-0.70137
26,11,15,-0.70137
26,12,14,-0.70137
26,13,13,-0.70137
26,14,12,-0.70137
26,15,11,-0.70137
26,16,10,-0.70137
26,17,9,-0.70137
26,18,8,-0.70137
26,19,7,-0.70137
26,20,6,-0.70137
26,21,5,-0.70137
26,22,4,-0.70137
26,23,3,-0.70137
26,24,2,-0.70137
26,25,1,-0.70137
26,1,26,-0.347376
26,2,25,-0.347376
26,3,24,-0.347376
26,4,23,-0.347376
26,5,22,-0.347376
26,6,21,-0.347376
26,7,20,-0.347376
26,8,19,-0.347376
26,9,18,-0.347376
26,10,17,-0.347376
26,11,16,-0.347376
26,12,15,-0.347376
26,13,14,-0.347376
26,14,13,-0.347376
26,15,12,-0.347376
26,16,11,-0.347376
26,17,10,-0.347376
26,18,9,-0.347376
26,19,8,-0.347376
26,20,7,-0.347376
26,21,6,-0.347376
26,22,5,-0.347376
26,23,4,-0.347376
26,24,3,-0.347376
26,25,2,-0.347376
26,26,1,-0.347376
26,1,27,0
26,2,26,0
26,3,25,0
26,4,24,0
26,5,23,0
26,6,22,0
26,7,21,0
26,8,20,0
26,9,19,0
26,10,18,0
26,11,17,0
26,12,16,0
26,13,15,0
26,14,14,0
26,15,13,0
26,16,12,0
26,17,11,0
26,18,10,0
26,19,9,0
26,20,8,0
26,21,7,0
26,22,6,0
26,23,5,0
26,24,4,0
26,25,3,0
26,26,2,0
26,27,1,0
27,1,1,-14.9173
27,1,2,-13.6335
27,2,1,-13.6335
27,1,3,-12.5854
27,2,2,-12.5854
27,3,1,-12.5854
27,1,4,-11.6777
27,2,3,-11.6777
27,3,2,-11.6777
27,4,1,-11.6777
27,1,5,-10.8658
27,2,4,-10.8658
27,3,3,-10.8658
27,4,2,-10.8658
27,5,1,-10.8658
27,1,6,-10.1246
27,2,5,-10.1246
27,3,4,-10.1246
27,4,3,-10.1246
27,5,2,-10.1246
27,6,1,-10.1246
27,1,7,-9.43845
27,2,6,-9.43845
27,3,5,-9.43845
27,4,4,-9.43845
27,5,3,-9.43845
27,6,2,-9.43845
27,7,1,-9.43845
27,1,8,-8.7966
27,2,7,-8.7966
27,3,6,-8.7966
27,4,5,-8.7966
27,5,4,-8.7966
27,6,3,-8.7966
27,7,2,-8.7966
27,8,1,-8.7966
27,1,9,-8.19145
27,2,8,-8.19145
27,3,7,-8.19145
27,4,6,-8.19145
27,5,5,-8.19145
27,6,4,-8.19145
27,7,3,-8.19145
27,8,2,-8.19145
27,9,1,-8.19145
27,1,10,-7.61735
27,2,9,-7.61735
27,3,8,-7.61735
27,4,7,-7.61735
27,5,6,-7.61735
27,6,5,-7.61735
27,7,4,-7.61735
27,8,3,-7.61735
27,9,2,-7.61735
27,10,1,-7.61735
27,1,11,-7.06998
27,2,10,-7.06998
27,3,9,-7.06998
27,4,8,-7.06998
27,5,7,-7.06998
27,6,6,-7.06998
27,7,5,-7.06998
27,8,4,-7.06998
27,9,3,-7.06998
27,10,2,-7.06998
27,11,1,-7.06998
27,1,12,-6.5459
27,2,11,-6.5459
27,3,10,-6.5459
27,4,9,-6.5459
27,5,8,-6.5459
27,6,7,-6.5459
27,7,6,-6.5459
27,8,5,-6.5459
27,9,4,-6.5459
27,10,3,-6.5459
27,11,2,-6.5459
27,12,1,-6.5459
27,1,13,-6.04239
27,2,12,-6.04239
27,3,11,-6.04239
27,4,10,-6.04239
27,5,9,-6.04239
27,6,8,-6.04239
27,7,7,-6.04239
27,8,6,-6.04239
27,9,5,-6.04239
27,10,4,-6.04239
27,11,3,-6.04239
27,12,2,-6.04239
27,13,1,-6.04239
27,1,14,-5.55719
27,2,13,-5.55719
27,3,12,-5.55719
27,4,11,-5.55719
27,5,10,-5.55719
27,6,9,-5.55719
27,7,8,-5.55719
27,8,7,-5.55719
27,9,6,-5.55719
27,10,5,-5.55719
27,11,4,-5.55719
27,12,3,-5.55719
27,13,2,-5.55719
27,14,1,-5.55719
27,1,15,-5.08845
27,2,14,-5.08845
27,3,13,-5.08845
27,4,12,-5.08845
27,5,11,-5.08845
27,6,10,-5.08845
27,7,9,-5.08845
27,8,8,-5.08845
27,9,7,-5.08845
27,10,6,-5.08845
27,11,5,-5.08845
27,12,4,-5.08845
27,13,3,-5.08845
27,14,2,-5.08845
27,15,1,-5.08845
27,1,16,-4.63459
27,2,15,-4.63459
27,3,14,-4.63459
27,4,13,-4.63459
27,5,12,-4.63459
27,6,11,-4.63459
27,7,10,-4.63459
27,8,9,-4.63459
27,9,8,-4.63459
27,10,7,-4.63459
27,11,6,-4.63459
27,12,5,-4.63459
27,13,4,-4.63459
27,14,3,-4.63459
27,15,2,-4.63459
27,16,1,-4.63459
27,1,17,-4.19428
27,2,16,-4.19428
27,3,15,-4.19428
27,4,14,-4.19428
27,5,13,-4.19428
27,6,12,-4.19428
27,7,11,-4.19428
27,8,10,-4.19428
27,9,9,-4.19428
27,10,8,-4.19428
27,11,7,-4.19428
27,12,6,-4.19428
27,13,5,-4.19428
27,14,4,-4.19428
27,15,3,-4.19428
27,16,2,-4.19428
27,17,1,-4.19428
27,1,18,-3.76637
27,2,17,-3.76637
27,3,16,-3.76637
27,4,15,-3.76637
27,5,14,-3.76637
27,6,13,-3.76637
27,7,12,-3.76637
27,8,11,-3.76637
27,9,10,-3.76637
27,10,9,-3.76637
27,11,8,-3.76637
27,12,7,-3.76637
27,13,6,-3.76637
27,14,5,-3.76637
27,15,4,-3.76637
27,16,3,-3.76637
27,17,2,-3.76637
27,18,1,-3.76637
27,1,19,-3.34988
27,2,18,-3.34988
27,3,17,-3.34988
27,4,16,-3.34988
27,5,15,-3.34988
27,6,14,-3.34988
27,7,13,-3.34988
27,8,12,-3.34988
27,9,11,-3.34988
27,10,10,-3.34988
27,11,9,-3.34988
27,12,8,-3.34988
27,13,7,-3.34988
27,14,6,-3.34988
27,15,5,-3.34988
27,16,4,-3.34988
27,17,3,-3.34988
27,18,2,-3.34988
27,19,1,-3.34988
27,1,20,-2.94393
27,2,19,-2.94393
27,3,18,-2.94393
27,4,17,-2.94393
27,5,16,-2.94393
27,6,15,-2.94393
27,7,14,-2.94393
27,8,13,-2.94393
27,9,12,-2.94393
27,10,11,-2.94393
27,11,10,-2.94393
27,12,9,-2.94393
27,13,8,-2.94393
27,14,7,-2.94393
27,15,6,-2.94393
27,16,5,-2.94393
27,17,4,-2.94393
27,18,3,-2.94393
27,19,2,-2.94393
27,20,1,-2.94393
27,1,21,-2.54777
27,2,20,-2.54777
27,3,19,-2.54777
27,4,18,-2.54777
27,5,17,-2.54777
27,6,16,-2.54777
27,7,15,-2.54777
27,8,14,-2.54777
27,9,13,-2.54777
27,10,12,-2.54777
27,11,11,-2.54777
27,12,10,-2.54777
27,13,9,-2.54777
27,14,8,-2.54777
27,15,7,-2.54777
27,16,6,-2.54777
27,17,5,-2.54777
27,18,4,-2.54777
27,19,3,-2.54777
27,20,2,-2.54777
27,21,1,-2.54777
27,1,22,-2.16072
27,2,21,-2.16072
27,3,20,-2.16072
27,4,19,-2.16072
27,5,18,-2.16072
27,6,17,-2.16072
27,7,16,-2.16072
27,8,15,-2.16072
27,9,14,-2.16072
27,10,13,-2.16072
27,11,12,-2.16072
27,12,11,-2.16072
27,13,10,-2.16072
27,14,9,-2.16072
27,15,8,-2.16072
27,16,7,-2.16072
27,17,6,-2.16072
27,18,5,-2.16072
27,19,4,-2.16072
27,20,3,-2.16072
27,21,2,-2.16072
27,22,1,-2.16072
27,1,23,-1.78217
27,2,22,-1.78217
27,3,21,-1.78217
27,4,20,-1.78217
27,5,19,-1.78217
27,6,18,-1.78217
27,7,17,-1.78217
27,8,16,-1.78217
27,9,15,-1.78217
27,10,14,-1.78217
27,11,13,-1.78217
27,12,12,-1.78217
27,13,11,-1.78217
27,14,10,-1.78217
27,15,9,-1.78217
27,16,8,-1.78217
27,17,7,-1.78217
27,18,6,-1.78217
27,19,5,-1.78217
27,20,4,-1.78217
27,21,3,-1.78217
27,22,2,-1.78217
27,23,1,-1.78217
27,1,24,-1.4116
27,2,23,-1.4116
27,3,22,-1.4116
27,4,21,-1.4116
27,5,20,-1.4116
27,6,19,-1.4116
27,7,18,-1.4116
27,8,17,-1.4116
27,9,16,-1.4116
27,10,15,-1.4116
27,11,14,-1.4116
27,12,13,-1.4116
27,13,12,-1.4116
27,14,11,-1.4116
27,15,10,-1.4116
27,16,9,-1.4116
27,17,8,-1.4116
27,18,7,-1.4116
27,19,6,-1.4116
27,20,5,-1.4116
27,21,4,-1.4116
27,22,3,-1.4116
27,23,2,-1.4116
27,24,1,-1.4116
27,1,25,-1.04851
27,2,24,-1.04851
27,3,23,-1.04851
27,4,22,-1.04851
27,5,21,-1.04851
27,6,20,-1.04851
27,7,19,-1.04851
27,8,18,-1.04851
27,9,17,-1.04851
27,10,16,-1.04851
27,11,15,-1.04851
27,12,14,-1.04851
27,13,13,-1.04851
27,14,12,-1.04851
27,15,11,-1.04851
27,16,10,-1.04851
27,17,9,-1.04851
27,18,8,-1.04851
27,19,7,-1.04851
27,20,6,-1.04851
27,21,5,-1.04851
27,22,4,-1.04851
27,23,3,-1.04851
27,24,2,-1.04851
27,25,1,-1.04851
27,1,26,-0.692469
27,2,25,-0.692469
27,3,24,-0.692469
27,4,23,-0.692469
27,5,22,-0.692469
27,6,21,-0.692469
27,7,20,-0.692469
27,8,19,-0.692469
27,9,18,-0.692469
27,10,17,-0.692469
27,11,16,-0.692469
27,12,15,-0.692469
27,13,14,-0.692469
27,14,13,-0.692469
27,15,12,-0.692469
27,16,11,-0.692469
27,17,10,-0.692469
27,18,9,-0.692469
27,19,8,-0.692469
27,20,7,-0.692469
27,21,6,-0.692469
27,22,5,-0.692469
27,23,4,-0.692469
27,24,3,-0.692469
27,25,2,-0.692469
27,26,1,-0.692469
27,1,27,-0.343087
27,2,26,-0.343087
27,3,25,-0.343087
27,4,24,-0.343087
27,5,23,-0.343087
27,6,22,-0.343087
27,7,21,-0.343087
27,8,20,-0.343087
27,9,19,-0.343087
27,10,18,-0.343087
27,11,17,-0.343087
27,12,16,-0.343087
27,13,15,-0.343087
27,14,14,-0.343087
27,15,13,-0.343087
27,16,12,-0.343087
27,17,11,-0.343087
27,18,10,-0.343087
27,19,9,-0.343087
27,20,8,-0.343087
27,21,7,-0.343087
27,22,6,-0.343087
27,23,5,-0.343087
27,24,4,-0.343087
27,25,3,-0.343087
27,26,2,-0.343087
27,27,1,-0.343087
27,1,28,0
27,2,27,0
27,3,26,0
27,4,25,0
27,5,24,0
27,6,23,0
27,7,22,0
27,8,21,0
27,9,20,0
27,10,19,0
27,11,18,0
27,12,17,0
27,13,16,0
27,14,15,0
27,15,14,0
27,16,13,0
27,17,12,0
27,18,11,0
27,19,10,0
27,20,9,0
27,21,8,0
27,22,7,0
27,23,6,0
27,24,5,0
27,25,4,0
27,26,3,0
27,27,2,0
27,28,1,0
28,1,1,-15.3383
28,1,2,-14.0475
28,2,1,-14.0475
28,1,3,-12.9936
28,2,2,-12.9936
28,3,1,-12.9936
28,1,4,-12.0809
28,2,3,-12.0809
28,3,2,-12.0809
28,4,1,-12.0809
28,1,5,-11.2645
28,2,4,-11.2645
28,3,3,-11.2645
28,4,2,-11.2645
28,5,1,-11.2645
28,1,6,-10.5193
28,2,5,-10.5193
28,3,4,-10.5193
28,4,3,-10.5193
28,5,2,-10.5193
28,6,1,-10.5193
28,1,7,-9.82936
28,2,6,-9.82936
28,3,5,-9.82936
28,4,4,-9.82936
28,5,3,-9.82936
28,6,2,-9.82936
28,7,1,-9.82936
28,1,8,-9.18397
28,2,7,-9.18397
28,3,6,-9.18397
28,4,5,-9.18397
28,5,4,-9.18397
28,6,3,-9.18397
28,7,2,-9.18397
28,8,1,-9.18397
28,1,9,-8.57549
28,2,8,-8.57549
28,3,7,-8.57549
28,4,6,-8.57549
28,5,5,-8.57549
28,6,4,-8.57549
28,7,3,-8.57549
28,8,2,-8.57549
28,9,1,-8.57549
28,1,10,-7.99824
28,2,9,-7.99824
28,3,8,-7.99824
28,4,7,-7.99824
28,5,6,-7.99824
28,6,5,-7.99824
28,7,4,-7.99824
28,8,3,-7.99824
28,9,2,-7.99824
28,10,1,-7.99824
28,1,11,-7.44785
28,2,10,-7.44785
28,3,9,-7.44785
28,4,8,-7.44785
28,5,7,-7.44785
28,6,6,-7.44785
28,7,5,-7.44785
28,8,4,-7.44785
28,9,3,-7.44785
28,10,2,-7.44785
28,11,1,-7.44785
28,1,12,-6.92089
28,2,11,-6.92089
28,3,10,-6.92089
28,4,9,-6.92089
28,5,8,-6.92089
28,6,7,-6.92089
28,7,6,-6.92089
28,8,5,-6.92089
28,9,4,-6.92089
28,10,3,-6.92089
28,11,2,-6.92089
28,12,1,-6.92089
28,1,13,-6.41461
28,2,12,-6.41461
28,3,11,-6.41461
28,4,10,-6.41461
28,5,9,-6.41461
28,6,8,-6.41461
28,7,7,-6.41461
28,8,6,-6.41461
28,9,5,-6.41461
28,10,4,-6.41461
28,11,3,-6.41461
28,12,2,-6.41461
28,13,1,-6.41461
28,1,14,-5.92674
28,2,13,-5.92674
28,3,12,-5.92674
28,4,11,-5.92674
